job_title,publish,company_name,city,description,website
Cloud Developer Java (m/w/d),vor 4 Tagen,direct services Gütersloh GmbH BPG-IT,"Gütersloh, Home Office",Cloud Native Development ist für Dich schon heute der Weg zum Erfolg und Du hast keine Angst vor Transparenz in einem Driven Umfeld.,stepstone
Senior Presales Consultant Managed Cloud (f/m/d),vor 1 Woche,NTT DATA Business Solutions AG,"Bautzen, Berlin, Bielefeld, Dresden, Dortmund, Göttingen, Heidelberg, Hamburg, Jena, Köln, München","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Controller (m/w/d),vor 1 Woche,Heinrich Kühlmann GmbH & Co. KG,Rietberg,"Heinrich Kühlmann GmbH & Co. KG * Rietberg * Feste Anstellung * Vollzeit - Mit Kreativität und einer Unternehmensführung, die sich an den Menschen orientiert, haben wir uns zum Marktführer im Segment 'Frische Antipasti' und zu einem der führenden Feinkost-Hersteller in Deutschland entwickelt. Das Fundament für unseren Erfolg sind über 650 Mitarbeiter mit Hand und Herz, Sachverstand und viel Liebe zum Detail. Unsere Kunden schätzen die Qualität unserer Produkte sowie die persönliche Note unseres Familienunternehmens. Für unseren Standort in Westerwiehe suchen wir einen motivierten Teamplayer als Controller (m/w/d) mit Teamgeist und Hands-on-Mentalität * Durchführung des Produktions- und Logistik-Controllings mit einem hohen Maß an Eigenverantwortung * Erstellung von Kalkulationen unter Berücksichtigung von terminlichen Vorgaben",stepstone
Smart Factory Key-User *,vor 1 Woche,Weidmüller Gruppe,Detmold,"Weiterentwicklung, Support und Administration werksinterner digitaler Prozesse (MES, SCADA, IIoT, Data Analytics)",stepstone
IT Inhouse Consultant (m/f/d) Security,vor 5 Tagen,Dr. August Oetker Nahrungsmittel KG,Bielefeld,"Within your role, you are responsible for implementing necessary interfaces and tools for data integration and reporting of IT security incidents and occurrences.",stepstone
Senior Client Partner Manager (w/m/d),vor 1 Woche,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Bid Manager - Global Managed Services (f/m/d),vor 1 Woche,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Bautzen, Dresden, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Technischer Release Manager für SAP Transportmanagement (w/m/d),vor 1 Woche,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Bautzen, Dresden, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Key Account Manager (m/w/d) Automatisierung und Digitalisierung,vor 1 Woche,HAPEKO Hanseatisches Personalkontor GmbH,"Bielefeld, Paderborn, Hannover, Minden, Osnabrück","In enger Abstimmung mit den (m/w/d) erarbeiten Sie Lösungsangebote und Mehrwerte für Ihre Kundenunternehmen (z.B. in den Bereichen Produktionstechnik, Automatisierung, Big Maschinelles Lernen) * Weiterhin verfügen Sie über eine hohe Leidenschaft für Themen rund um Digitalisierung, Automatisierung, Industrie 4.0, künstliche Intelligenz, Big etc.",stepstone
Administrativer Business Partner (m/w/d) – Schwerpunkt Controlling,vor 5 Tagen,CEVA Logistics,Hamm,Sourcing und Anlage von neuen Lieferanten über Global Masterdata Form,stepstone
Softwareentwickler (m/w/d) als Fullstack oder Backend Developer,vor 1 Woche,CONTACT Software GmbH,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München","Erarbeitung und Umsetzung kreativer und pragmatischer Lösungskonzepte unter Verwendung von Open-Source-Komponenten für IoT, Big & Analytics und Machine Learning (Apache Spark, Pandas, SciPy usw.) * Übernahme von Aufgaben in allen Phasen der Softwareentwicklung, von der Konzeption über die Implementierung und Testphase bis zur Dokumentation und Maintenance, bei steigender Projektverantwortlichkeit",stepstone
Systemingenieur Hardware (m/w/d),vor 10 Stunden,CLAAS E-Systems GmbH,Dissen am Teutoburger Wald,"Connectivity & Data Management, Process Automation und Steering, Precision Applications & Terminals – in diesen drei Schwerpunktthemen sind mehr als 200 Mitarbeiter:innen von CLAAS E-Systems zu Hause, um Landwirtschaft effizient zu gestalten.",stepstone
Quality Manager SAP Development (w/m/d),vor 1 Woche,NTT DATA Business Solutions AG,"Berlin,Bielefeld,Dortmund,Göttingen,Hamburg,Heidelberg,Jena,Köln,München,Oldenburg,Pforzheim","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Frontend Entwickler (m/w/d),vor 19 Stunden,Triple A Internetshops GmbH,Bielefeld,Du unterstützt unsere Data Analytics und Marketing Teams bei unseren wöchentlichen A/B-Tests,stepstone
Developer (m/f/d) Robotic Process Automation,vor 1 Woche,Dr. August Oetker Nahrungsmittel KG,Bielefeld,"You will act as the of the end-to-end RPA Solution and represent the interface to internal departments, e.g. IT ( Center Management), functions who develop bots and other stakeholders.",stepstone
Junior Software Engineer (m/w/d) Digital Supply Chain Solutions,vor 1 Woche,Arvato Systems GmbH,Bielefeld,"Du unterstützt bei innovativen Themen im Umfeld von Big Data, Chatbots, Operations Research und Predictive Analytics sowie Marketing, Sales- und Presales-Aktivitäten",stepstone
Junior Developer - Low-Code (m/w/d),vor 4 Tagen,Reply,"Gütersloh, Hannover, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren.",stepstone
Werkstudent – High Performance Computing (m/w/d),vor 1 Woche,SVA System Vertrieb Alexander GmbH,Paderborn,"Ein fortgeschrittenes Studium der Informatik, Wirtschaftsinformatik, Software-Engineering, Computer Networks, Science oder ein artverwandter Studiengang",stepstone
Applikationsingenieur (m/w/d) virtuelle Absicherung von Funktionen für autonomes Fahren,vor 2 Wochen,dSPACE GmbH,Paderborn,"Erarbeitung innovativer Lösungen im Bereich der modellbasierten Entwicklung, Data-Replay bzw. der Resimulation von aufgezeichneten Messdaten, der Simulation von Steuergeräte-Software sowie der virtuellen Tests von Steuergeräten",stepstone
Projektingenieur (m/w/d) Sensorfahrzeug,vor 3 Tagen,dSPACE GmbH,Paderborn,"Sie arbeiten mit modernster Fahrzeugsensorik und dSPACE Data Logging Systemen, um unsere KI- und Produktentwicklungsteams mit den benötigten Daten zu unterstützen.",stepstone
HR Director Sales (m/f/x) Automotive Supplier,vor 1 Woche,Kienbaum Consultants International GmbH,Niedersachsen / Nordrhein-Westfalen,Information on how we handle your data is available here.,stepstone
Junior Finanzbuchhalter (m/w/d),vor 4 Tagen,Reply,Gütersloh,"Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren.",stepstone
Junior Developer (m/f/d) Robotic Process Automation,vor 1 Woche,Dr. August Oetker Nahrungsmittel KG,Bielefeld,"Together with your team you represent the interface to internal departments, e.g. IT (Data Center Management), functions who develop bots and other stakeholders.",stepstone
Azure (Dev)Ops Engineer (all genders),vor 2 Wochen,adesso as a service GmbH,"München, Düsseldorf, München, Paderborn","Technisches Verständnis und/oder fundierte Kenntnisse mit dem Microsoft Azure Cloud Stack (PaaS und Saas) insbesondere Azure Kubernetes, Azure SQL, HDInsight und/oder Databricks oder alternativ fundierte Kenntnisse der IaaS Ebene von Azure insbesondere PIP, NSG, DNS, AADDS, Automation, Service Principals, VNet, Ressource Groups * Kenntnisse von Microsoft Azure DevOps (früher VSTS), CD/CI und GIT sowie Kenntnisse im Bereich Analytics sind wünschenswert",stepstone
Controller (m/w/d),vor 6 Tagen,Reply,"Frankfurt, Gütersloh, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren.",stepstone
Driver,vor 6 Tagen,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Specialized Sales Manager - Solution Sales (w/m/d),vor 2 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Deine Aufgabe ist der Vertrieb von etablierten und innovativen Softwarelösungen der NTT Business Solutions. ■ Du repräsentierst die NTT Business Solutions und stellst unser Portfolio auf Messen, Veranstaltungen und Webinaren vor. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Courier (m/w/d) Parttime,vor 6 Tagen,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Driver (m/w/d),vor 6 Tagen,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Driver (m/w/d) Weekend,vor 6 Tagen,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Account Manager / Sales Support New Business (m/w/d),vor 1 Woche,AZ Direct GmbH,Gütersloh,"Unser Produkt- und Service-Portfolio beinhaltet neben postalischem-, E-Mail-, Display-, Mobile- und Social Advertising auch zahlreiche Lösungen im Bereich Analytics, Customer Insights, Adress-Services und Referenzdaten.",stepstone
Courier (m/w/d),vor 6 Tagen,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Teamleiter*in AMS Logistik - EWM / SCE,vor 2 Wochen,NTT DATA Business Solutions AG,Bielefeld,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Driver (m/w/d) Parttime,vor 1 Woche,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Software Entwickler * IIoT Services,vor 2 Wochen,Weidmüller Gruppe,Paderborn,"Eigenverantwortliche Mitarbeit in einem agilen Softwareentwicklungsprozess und in enger Zusammenarbeit mit Frontend-Entwicklern *, UX-Designern *, Scientists und Applikations-Ingenieuren *",stepstone
Courier (m/w/d) Weekend,vor 1 Woche,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
(promovierter) Volkswirt Transfer Pricing Teilzeit/Vollzeit (w/m/d),vor 4 Wochen,PwC,"Berlin, Frankfurt a. M., Mannheim, München, Nürnberg, Stuttgart, Duisburg, Bielefeld, Leipzig",In umfangreichen Trainingsprogrammen unterstützen wir dich bei deinen individuellen Karrierezielen (z.B. auf deinem Weg zur:m Steuerberater:in oder Chartered Financial (CFA)).,stepstone
Junior Controller (m/w/d),vor 1 Woche,Reply,"Gütersloh, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren.",stepstone
Courier (m/w/d) Student Job,vor 1 Woche,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
Driver (m/w/d) Student Job,vor 1 Woche,Takeaway.com,Paderborn,As a courier you will get a business smartphone including unlimited data,stepstone
IT Specialist Development (m/f/d) EDI/EAI,vor 5 Tagen,Dr. August Oetker Nahrungsmittel KG,Bielefeld,Im Team arbeitest du an der fachlichen Ausgestaltung des Bereiches Data Integration und du treibst die Weiterentwicklung und Etablierung der SAP CI sowie ggf. weiterer Integrationsplattformen voran.,stepstone
Solution Architect SAP CX / CRM (m/w/d),vor 1 Woche,Axians Deutschland,"Hannover, Bielefeld, Stuttgart, Hamburg, München, Frankfurt, Mannheim, Walldorf","In den fünf Geschäftsbereichen IT & Managed Services, Business Applications & Data Analytics, TI Fixed Network, TI Mobile Networks & Infrastructure Services und Public Software sorgen unsere Mitarbeiter:innen dafür, das Leben von Menschen zu verbessern. Die Business Area Business Applications & Analytics ist der Innovationsmotor für die Digitalisierung von Geschäftsprozessen und 360° Partner für SAP-Lösungen.",stepstone
