job_title,publish,company_name,city,description,website
Management Assistent:in,vor 3 Wochen,NTT DATA Business Solutions AG,Bielefeld,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions!",stepstone
Teamleiter Arbeits- und Gesundheitsschutz | Sicherheitsingenieur (m/w/d),vor 5 Tagen,GOLDBECK GmbH,Bielefeld,"GOLDBECK GmbH * Bielefeld * Feste Anstellung * Vollzeit - GOLDBECK realisiert zukunftsweisende Immobilien in Europa. Wir verstehen Gebäude als Produkte und bieten alle Leistungen aus einer Hand: vom Design über den Bau bis zu Services im Betrieb. Aktuell beschäftigt unser Familienunternehmen mehr als 10.000 Mitarbeitende an über 100 Standorten bei einer Gesamtleistung von rund 5 Mrd. Euro. Unser Anspruch „building excellence“ steht dabei für Spitzenleistungen beim Planen, Bauen und Betreiben sowie die Weiterentwicklung unserer Talente – Zukunftsfähigkeit inklusive. Die Qualität unserer GOLDBECK-Bau- und Betonelemente wird durch unsere Mitarbeiter sowie durch moderne Produktionsanlagen und -prozesse in unseren Fertigungsbetrieben gesichert. Aufgaben * Beratung und Unterstützung der Geschäfts- und Werkleitungen im Arbeitsschutz für unsere europäischen Werke und die Mont",stepstone
SAP Architect Datenmigration (w/m/d) - in Teil- oder Vollzeit,vor 3 Wochen,NTT DATA Business Solutions AG,"Bielefeld, Dortmund, Göttingen, Hamburg, Köln, Berlin, Stuttgart, Heidelberg, Pforzheim, München","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions!",stepstone
SAP Frontend Entwickler*in / Developer,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP PreSales Solution Architect (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Du überzeugst zusammen mit Deinen Kolleg*innen im Vertrieb unsere Interessenten vom NTT Business Solutions Lösungsportfolio. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP PreSales Solution Architect S/4HANA Move (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Du überzeugst zusammen mit Deinen Kolleg*innen im Vertrieb unsere Interessenten vom NTT Business Solutions Lösungsportfolio. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in Transportlogistik - TM,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in S/4 HANA PP/DS,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in Zoll und Außenhandel / GTS,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Account Manager Sales - Neukundenvertrieb (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Bielefeld, Köln, Dortmund, Hamburg, Berlin, München und weitere","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Entwickler*in / Developer (ABAP Entwicklung),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Service Desk Agent (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,Bielefeld,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Entwickler*in / Developer (ABAP Entwicklung) in Teilzeit,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in Lagerlogistik - EWM,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in MDM / Stammdatenmanagement,vor 3 Wochen,NTT DATA Business Solutions AG,"Bielefeld, Dortmund, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Solution Architect Pharma & Life Science (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in Basis Technologie,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Heidelberg, Hamburg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Java Developer im (Multi-) Cloud Umfeld (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Bautzen, Dresden, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Cloud Architect Business Technology Platform (BTP) (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Heidelberg, Hamburg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in Enterprise Content Management (ECM),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, Köln, München und weitere","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Berater*in Variantenkonfiguration - AVC / VC,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, Köln, München,Oldenburg,Pforzheim","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Deine Umsetzungsverantwortung konzentriert sich auf performante Abbildung der Prozessanforderungen, auch unter Einsatz der NTT AddOn's. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Specialized Sales Logistics - Solution Sales (w/m/d),vor 4 Wochen,NTT DATA Business Solutions AG,"Bautzen, Berlin, Bielefeld, Dresden, Dortmund, Göttingen, Heidelberg, Hamburg, Jena, Köln, München","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Deine Aufgabe ist der eigenständige Vertrieb von etablierten und innovativen Softwarelösungen der NTT Business Solutions im Bereich SAP Supply Chain Execution. ■ Du repräsentierst die NTT Business Solutions und stellst unser Portfolio auf Messen, Veranstaltungen und Webinaren vor. Get empowered by NTT Business Solutions!",stepstone
Junior SAP Entwickler*in / Developer (ABAP Entwicklung),vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Hamburg, Heidelberg, Jena, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Information Lifecycle Management Berater*in (ILM),vor 4 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Heidelberg, Hamburg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Vendor Invoice Management Berater*in (VIM),vor 4 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Presales Consultant SAP AMS (f/m/d),vor 4 Wochen,NTT DATA Business Solutions AG,"Bautzen, Berlin, Bielefeld, Dresden, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
(Junior) Berater*in SAP Integration,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP HCM Berater*in - Human Capital Management,vor 4 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
SAP Solution Architect (w/m/d),vor 4 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, Köln, München, Oldenburg, u.v.m.","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Junior SAP HXM Berater:in - SAP HCM / SAP SuccessFactors,vor 3 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, Köln, München ...und weitere","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Inhouse (Junior) Consultant im SAP Managed Cloud - Umfeld (w/m/d),vor 4 Wochen,NTT DATA Business Solutions AG,"Bautzen, Bielefeld, Dortmund, Dresden","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Spezialist (m/w/d) Microsoft 365 / SharePoint,vor 1 Woche,Beckhoff Automation GmbH & Co. KG,Verl,"Beckhoff Automation GmbH & Co. KG * Verl * Feste Anstellung * Vollzeit - Beckhoff Automation ist einer der weltweit führenden Spezialisten für Automatisierungs- und Steuerungstechnik. Als inhabergeführtes Familienunternehmen realisieren wir seit 1980 innovative Automatisierungssysteme auf der Grundlage PC-basierter Steuerungstechnik. Heute erwirtschaften wir mit rund 5.000 Mitarbeitern auf der ganzen Welt einen Umsatz von über 1,182 Mrd. Euro. Unsere einzigartige Unternehmenskultur ist geprägt durch eine familiäre Atmosphäre und bietet viel Freiraum für die Umsetzung eigener Ideen. Das sorgt für eine hohe Zufriedenheit und viel Spaß bei der Arbeit. Wer sich einmal für Beckhoff entscheidet, bleibt oft ein ganzes Berufsleben lang. Für unsere Unternehmenszentrale in Verl suchen wir ab sofort Verstärkung. Tätigkeitsbereich",stepstone
Junior Berater*in SAP Security,vor 4 Wochen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, Köln, München und weitere","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Junior UI-Designer / Screen-Designer / Web-Designer m/w/d - Hybrid Modell,vor 17 Stunden,Phoenix Contact GmbH & Co. KG,32825 Blomberg | Hybrid-Modell möglich,"Sie arbeiten eng und in Abstimmung mit verschiedenen Fachbereichen, z.B. Product Owner, Frontend Entwicklern, und Konzepten zusammen",stepstone
Duales Studium Digitale Technologien (B.Eng.),vor 5 Tagen,Arvato Supply Chain Solutions,Gütersloh,"Im Rahmen des Studiums lernst du zudem aktuelle IT-Technologien, Methoden des Data Engineering und Data Science und Grundlagen der Betriebswirtschaftslehre kennen * Sehr großes technisches Interesse, insbesondere für die Bereiche Automatisierungstechniken, Diagnose und Predictive Maintenance, Smart Services und Devices, Maschine Learning sowie -Analytics",stepstone
PowerPlatform Engineer (m/w/d),vor 17 Stunden,GOLDBECK GmbH,Bielefeld,"Praktische Erfahrungen in der Anwendung der Microsoft PowerPlatform (Power Apps, Power Automate, Power BI, Power Virtual Agents, AI Builder) und in Microsoft Azure",stepstone
System Engineer Storage / NAS (m/w/d),vor 4 Tagen,Arvato Systems GmbH,Gütersloh,Hohes Know-how über die ONTAP Versionen Clustered Data ONTAP,stepstone
Risk Manager (f/m/d),vor 1 Tag,NTT DATA Business Solutions AG,"Bautzen, Bielefeld or Dresden","NTT DATA Business Solutions AG - As part of the global NTT DATA Group, one of the world's most successful IT service providers, we are specialized in value-added SAP solutions as NTT Business Solutions. Get empowered by NTT Business Solutions! We believe that diversity is essential for a strong innovative company like NTT Business Solutions, so we like to attract as many different people as possible.",stepstone
Key Account Manager im Partnervertrieb (Mensch*),vor 1 Tag,Liftstar GmbH,"Hannover, Bielefeld, Paderborn, Kassel",Analyst!,stepstone
Service Delivery Manager (w/m/d),vor 3 Tagen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Online Marketing Manager (w/m/d),vor 3 Tagen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
(Junior) Digital Marketing Manager (m/w/d) #RC Recruiting Community,vor 3 Tagen,TERRITORY GmbH,Gütersloh,"Du verfügst über ein bis drei Jahre Berufserfahrung (gerne auch in Agenturen) im Projekt-/ Prozessmanagement im Zusammenhang mit Projekten im Bereich Marketing Tech, Analytics oder Marketing Performance",stepstone
System Engineer Storage / NAS (m/w/d),vor 1 Woche,Arvato Systems GmbH,Gütersloh,Hohes Know-how über die ONTAP Versionen Clustered Data ONTAP,stepstone
(Senior) SAP Basis Administrator*in,vor 4 Tagen,NTT DATA Business Solutions AG,"Bautzen, Berlin, Bielefeld, Dresden, Dortmund, Göttingen, Heidelberg, Hamburg, Jena, Köln, München","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Controller (m/w/d) Projektmanagement,vor 1 Woche,nobilia-Werke J. Stickling GmbH & Co. KG,Verl,Affinität zu Data Management und Data Analysis sowie zu statistischen Methoden,stepstone
Digitization Administrator (m/w/d),vor 1 Woche,Maersk,Soest,"First experience in IDC [intelligent data capture, String Manipulation, REGEX] Data Analytics",stepstone
SAP Projektleiter*in / Program Manager - Transformation (w/m/d),vor 5 Tagen,NTT DATA Business Solutions AG,"Bautzen, Berlin, Bielefeld, Dresden, Dortmund, Göttingen, Heidelberg, Hamburg, Jena, Köln, München","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Hierzu zählen u.a. System Consolidation, Carve-out, Merger, Selective Transition, Migration, Reorganisation, Cleansing, Harmonization & Retention.",stepstone
Informatiker für das IT-System Operating (m/w/d),vor 1 Woche,Arvato Systems GmbH,Gütersloh,"Support und Überwachung der Systeme, Services und Applikationen unserer Kunden (in den Arvato Systems Centern, in der Cloud oder remote bei unseren Kunden vor Ort)",stepstone
Mathematiker/Mathematikerin / Physiker/Physikerin für die Unternehmensberatung (w/m/d),vor 1 Woche,KPMG AG Wirtschaftsprüfungsgesellschaft,"Augsburg, Berlin, Bielefeld, Bremen, Stuttgart, Dortmund, Düsseldorf, Frankfurt, Dresden, Essen","Big Data bereitet Dir keine Kopfschmerzen, Du erkennst mithilfe von Data Mining, Predictive Analytics und Machine Learning Methoden Muster und leitest daraus Prognosen für die Zukunft ab.",stepstone
Assistenz der Standortleitung / Junior Expert Logistik (m/w/x),vor 1 Woche,Arvato Supply Chain Solutions SE – Consumer Products,Hamm,"IT-Affinität, Kenntnisse im Bereich Data, Cloud o. ä. wünschenswert",stepstone
Senior Solution Advisor / Solution Architect (w/m/d),vor 1 Woche,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
