,job_title,city,Description
20,Business Analyst (all genders) bAV,"Dortmund, Essen, Karlsruhe, Reutlingen, Düsseldorf, Bonn, Leipzig, Potsdam, Bremen, Paderborn","Als Business Analyst bist du ein wichtiger Bestandteil des Teams, unterstützt bei der Gestaltung einer Produktvision und erhebst Anforderungen."
21,Junior Data Engineer (m/w/d),Halle,"Zur Unterstützung unserer Bereiche Anwendungsberatung/-entwicklung und Systemanalyse/-entwicklung suchen wir Sie als motivierte(n), engagierte(n) Junior Engineer (m/w/d) * Realisierung von BI / Big Lösungen im Backend (Datenmodell, Struktur, ETL, Datenhaltung)"
22,Enterprise Data Architect (m/f/d),"Berlin, Verl, Baden-Baden","You design the architecture of our modern data platform that enables BI, Data Science and Machine Learning. * You formulate techniques for quality collection to ensure adequacy, accuracy and legitimacy of * You create, improve and maintain our architectures to create and distribute complex datasets. * You make sure is separated, secured and meeting local as well as international security and privacy standards such as GDPR and other. * You define objects and attributes, definitions, and RASIC matrix for creation, access, change, sources of truth. * You create and enforce policies for effective management. * You ensure digital databases and"
23,Analyst Consultant (all genders) SAP SuccessFactors,"Dortmund, Oldenburg, Osnabrück,Paderborn,Potsdam,Reutlingen,Rostock,Saarbrücken Stralsund, Stuttgart",Dann bist du bei uns als Analyst Consultant (all genders) SAP SuccessFactors genau richtig und kannst dich auf eine steile Lernkurve freuen.
24,Enterprise Data Architect (m/f/d),"Oslo, Berlin, Baden-Baden, Verl","In this role you will work extensively with data and data analysis in a variety of tools and methods. We expect you to be truly interested in and love to work and wrangle with it. Ultimately, you will enhance our business intelligence solutions to help us make better decisions and become a more driven company. * You design the architecture of our modern platform that enables BI, Science and Machine Learning. * You formulate techniques for quality collection to ensure adequacy, accuracy and legitimacy of * You create, improve and maintain our architectures to create and distribute complex datasets. * You make sure is separated, secured and meeting local as well"
25,Materialdisponent Business Unit Professional m/w/d,Bielefeld,"Miele & Cie. * Bielefeld * Befristeter Vertrag * Vollzeit - Über Miele - Wie wird man als Familienunternehmen Weltmarktführer im Premiumsegment für Hausgeräte und gefragter Partner für Lösungen in der Gewerbe- und Medizintechnik? Indem man den Anspruch hat, es immer besser zu machen und immer besser zu werden. Diese Haltung macht das Arbeiten bei Miele und den Erfolg unserer Produkte aus. Unsere etwa 22.000 Mitarbeitenden können sich darauf verlassen: Wer unser Qualitätsstreben lebt, der wächst persönlich und fachlich daran mit. Über den Bereich - Miele Professional konzentriert sich auf Systemlösungen für Gewerbeanwendungen. Diese innovativen Konzepte umfassen Produkte in den Bereichen gewerbliches Geschirrspülen, Wäschereitechnik, Labortechnik, Dental und Medizintechnik. Für unterschiedliche Anwendungsbereiche steht der Mehrwert für die Zielgruppen im Mittelpunkt de"
26,(Senior) Consultant (m/w/d) SAP BI / SAP Analytics (SAC),"Berlin, Fürth, Frankfurt, Gescher, Gütersloh, Hamburg, München, Neu-Ulm, Stuttgart, Wolfsburg","Unsere Kunden sind hauptsächlich Großunternehmen und DAX-Konzerne und unser Service umfasst die Bereiche BI-Strategie, Reporting & Analyse, Planung & Budgeting sowie Warehousing."
27,Praktikant/Werkstudent Nachhaltigkeit Data Specialist (w/m/d),"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover","PwC * Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover * Praktikum,Studentenjobs, Werkstudent * Teilzeit,Vollzeit - Du hast Talent. Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiter:innen, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen. Du suchst einen herausfordernden, spannenden Job. Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen. Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln, die digitale Transformation in Deutschland vorantreiben und einen Arbeitgeber mit passenden Werten. Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht, Wertschätzung und Innovation geprägt sind."
28,Analyst Formular Consultant (all genders),"Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam","adesso orange AG * Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam * Feste Anstellung * Vollzeit - Die adesso orange AG ist Teil der adesso Group, ein börsennotiertes Beratungs- und IT-Dienstleistungsunternehmen mit rund 5.000 Mitarbeitenden. Die adesso orange AG ist im April 2021 aus einem Zusammenschluss der QUANTO AG mit der adesso Group entstanden. Als SAP® Gold-Partner bieten wie schnelle Verantwortungsübernahme und herausfordernde Aufgaben, wir arbeiten auf Augenhöhe und stärken uns gegenseitig. Wir lieben, was wir tun und entwickeln gemeinsam mit unseren Kunden zukunftsorientierte Lösungen. Unsere Leidenschaft sind technische und betriebswirtschaftliche Themen mit Schwerpunkt auf SAP® Lösungen und modernen Entwicklungstechnologien. Spätestens 2027 beendet SAP® den Support für sein Altsystem."
29,(Senior) Data Engineer (m/f/d),"Berlin, Baden-Baden, Verl","Our ambition is higher and now we have a great opportunity for a Data Engineer (m/f/d) to join our growing team. to create and manage BI and analytics solutions that turn data into knowledge using cutting-edge technology. In this role you will work extensively with data and data analysis in a variety of tools and methods. We expect you to be truly interested in data and love to work and wrangle with it. Ultimately, you will enhance our business intelligence solutions to help us make better decisions and become a more data driven company. * Semantic Power BI data modelling and dashboarding for requested initiatives. * Take lead in design and development of ETL solutions using Azure Data Factory, Databricks and other data tools. * Collaborate with international teams to integrate varieties of systems ultimately creating the 'Riverty data universe'."
30,Senior Data Engineer - Language Data (w/m/d),"Köln, Paderborn, bundesweit (Homeoffice)",Dafür brauchen wir Deine Unterstützung als Senior Data Engineer - Language Data (w/m/d)
31,SAP BW / HANA / Data Warehouse Cloud (Senior) Consultant (m/w/d),"Remote, Berlin, Fürth, Frankfurt, Gescher, Gütersloh, Hamburg, München, Neu-Ulm, Stuttgart,Wolfsburg","Unsere Kunden sind hauptsächlich Großunternehmen und DAX-Konzerne und unser Service umfasst die Bereiche BI-Strategie, Reporting & Analyse, Planung & Budgeting sowie Warehousing. * Sie begeistern sich für aktuelle Trends & Methoden, neueste Technologien wie BW/4, BTP, DWC oder Intelligence."
32,Business Intelligence Inhouse Consultant (m/w/d),Bielefeld,Mitgestaltung unseres Data Warehouse in Zusammenarbeit mit der IT-Abteilung * Idealerweise Kenntnisse im Umgang mit Science / ML-Projekten
33,Netzwerk- und Security-Administrator (m/w/d) - Network and Security Engineer - 100% Remote,Bielefeld,"Sein Data-Center-Team mit 35 Mitarbeiter:innen zeichnet sich durch Agilität (Scrum-Teams) aus. * Sie sind verantwortlich für den Aufbau, den Betrieb und die Wartung der Netzwerkstruktur im Center-Umfeld * Sie haben Erfahrungen im Bereich Center (SDN und ACI), sowie in der Administration von Firewall-Umgebungen (Checkpoint und Fortinet)"
34,Machine Learning Engineer (m/w/d),"Paderborn, Böblingen (bei Stuttgart), Pfaffenhofen a. d. Ilm (bei München), Wolfsburg, Karlsruhe","dSPACE GmbH * Paderborn, Böblingen (bei Stuttgart), Pfaffenhofen a. d. Ilm (bei München), Wolfsburg, Karlsruhe * Feste Anstellung * Vollzeit - About us - Jeden Tag nutzen Menschen auf der ganzen Welt Verkehrsmittel, die mit dSPACE Lösungen entwickelt, getestet und validiert wurden. Sie können darauf vertrauen, dass der Antrieb ihres Fahrzeugs energieeffizient ist, dass intelligente Assistenzsysteme das Fahren komfortabler machen und dass das Flugzeug, in dem sie sich befinden, sicher an sein Ziel geführt wird. Schon heute arbeiten weltweit über 2000 Mitarbeiterinnen und Mitarbeiter gemeinsam mit führenden daran, die Vision des autonomen Fahrens Wirklichkeit werden zu lassen. Wir gestalten die Mobilität der Zukunft - gestalten Sie mit! Standort: Paderborn , Böblingen (bei Stuttgart) , Pfaffenhofen a. d. Ilm (bei München) , Wolfsburg , Karlsruhe"
35,Duales Studium Wirtschaftsinformatik (B.Sc.),"Augsburg, Berlin, Bielefeld, Braunschweig, Bremen, Dortmund, Dresden, Düsseldorf, Erfurt, Essen",Data Analytics * Business Analyst:in
36,Manager/Teamlead (all genders) SAP FPSL,"Dortmund, Oldenburg,Osnabrück, Paderborn, Potsdam, Reutlingen, Rostock, Saarbrücken, Stralsund,",Innerhalb der Projekte arbeitest du mit den Kunden der Fach- und IT-Seite als auch mit den Businessanalysten und Entwickler:innen im Projekt zusammen. o Financial Services Platform / Financial Services Management
37,Junior Supply Chain Analyst (m/w/d) in Teil- oder Vollzeit,"Bönen, Dortmund, Hamm, Unna, Soest, Oelde, Ascheberg","KiK Textilien und Non-Food GmbH * Bönen, Dortmund, Hamm, Unna, Soest, Oelde, Ascheberg * Feste Anstellung * Home Office möglich,Vollzeit - Wir – als Deutschlands führender Textildiscounter – haben uns mit unseren über 4000 Filialen europaweit in der Branche etabliert. Jedoch bleiben wir unserer Rolle als Discounter „um die Ecke“ treu. Die Organisation des Unternehmens wird aus der KiK-Europazentrale im nordrhein-westfälischen Bönen gesteuert. Hier sorgen mehr als 850 Mitarbeitende dafür, dass alles rund läuft. Wir sind auf der Suche nach Kolleginnen und Kollegen mit Herz, die uns bei der Verwirklichung unserer Ziele unterstützen. Überzeugen Sie uns mit Ihrer Persönlichkeit und werden Sie Teil der großen KiK-Familie. Aufgabenprofil – So sieht Ihr Alltag aus * Regelmäßige Erstellung von Standardberichten und Ad-hoc-Analysen"
38,Sachbearbeitung Kundenbetreuung Deutsch/Englisch für unser Data Management-Team (m/w/x),Gütersloh,Dann bringe dich als Sachbearbeiter Kundenbetreuung Deutsch und Englisch (m/w/x) in unserem Data-Management-Team an unserem Standort in Gütersloh ein.
39,Financial Analyst (m/w/d) Key Account Management,Bielefeld,Und daher suchen wir dich als Financial Analyst (m/w/d) Key Account Management für unseren Standort in Bielefeld.
40,Pricing Analyst (m/w/d),Harsewinkel,Für CLAAS Service and Parts GmbH am Standort Harsewinkel suchen wir Verstärkung als Pricing Analyst (m/w/d)
41,Smart Factory Key-User Data *,Detmold,"Weidmüller Gruppe * Detmold * Feste Anstellung * Home Office möglich,Vollzeit - Weidmüller - Partner der Industrial Connectivity - Die Unternehmensgruppe Weidmüller verfügt über Produktionsstätten, Vertriebsgesellschaften und Vertretungen in mehr als 80 Ländern. Gemeinsam mit unseren Kunden gestalten wir den digitalen Wandel - mit Produkten, Lösungen und Dienstleistungen für die Smart Industrial Connectivity und das Industrial Internet of Things. Im Geschäftsjahr 2021 erzielte Weidmüller einen Umsatz von 960 Mio. Euro mit rund 5.300 Mitarbeitern. Ihre Aufgaben als Database Engineer * * Aufbau und Weiterentwicklung der Daten- und Applikationsplattformen * Design, Implementierung und Betriebe von Datenbankarchitekturen * Sicherstellen des Betriebs komplexer Systemlandschaften * Anforderungsaufnahme sowie Ermittlung der technischen Systemvoraussetzungen und Abhängigkeite"
42,IT Business Analyst (m/w/d),Bielefeld,"GOLDBECK GmbH * Bielefeld * Feste Anstellung * Vollzeit - GOLDBECK realisiert zukunftsweisende Immobilien in Europa. Wir verstehen Gebäude als Produkte und bieten alle Leistungen aus einer Hand: vom Design über den Bau bis zu Services im Betrieb. Aktuell beschäftigt unser Familienunternehmen mehr als 10.000 Mitarbeitende an über 90 Standorten bei einer Gesamtleistung von 4,1 Mrd. Euro. Unser Anspruch „building excellence“ steht dabei für Spitzenleistungen beim Planen, Bauen und Betreiben sowie die Weiterentwicklung unserer Talente – Zukunftsfähigkeit inklusive. Eine zukunftsorientierte Informationstechnologie stellt dabei eine wichtige Basis für unseren derzeitigen und künftigen Erfolg dar, weshalb modernste Hardware und Peripheriegeräte, eine aktuelle Entwicklungsumgebung sowie kurze Entscheidungswege für uns selbstverständlich sind. IT Inhouse Consultant (m/w/d) Auf"
43,Cyber Security Analyst (m/w/d),"Bielefeld, Rostock, Augsburg, Oldenburg, Berlin, Frankfurt am Main","OEDIV Oetker Daten- und Informationsverarbeitung KG * Bielefeld, Rostock, Augsburg, Oldenburg, Berlin, Frankfurt am Main * Feste Anstellung * Home Office möglich,Vollzeit - OEDIV Oetker Daten- und Informationsverarbeitung KG ist der Premiumanbieter von Infrastrukturlösungen und Managed Services für den deutschen Mittelstand. Seit über 25 Jahren ist es das Ziel von OEDIV, Kunden mit großer technischer Expertise und hoher Flexibilität in allen IT-Themen zu unterstützen und zu beraten. Der Schwerpunkt liegt dabei vor allem auf Microsoft und SAP Technologien. Als Unternehmen der Oetker-Gruppe, die mit mehr als 36.000 Mitarbeitern und rund 7,3 Milliarden Euro Umsatz weltweit zu den großen europäischen Familienunternehmen gehört, steht OEDIV für verlässliche Werte: Langfristige Partnerschaft mit den Kunden, eine hohe Produkt- und Servicequalität sowie die Zusammenarbeit mit"
44,SAP BW Data Engineer (m/w/d),Herford,Zur Verstärkung unseres IT-Teams suchen wir zum nächstmöglichen Termin einen SAP BW Data Engineer (m/w/d).
45,(Junior) Business Analyst (m/w/d) im E-Commerce,"Berlin, Bremen, Düsseldorf, Frankfurt, Gütersloh, Hamburg, München, remote",Als Business Analyst bist du von Anfang an in spannende SAP CX Projekte eingebunden und entwickelst zusammen mit deinen Teamkollegen moderne IT-Lösungen für unsere namenhaften Kunden
46,Cloud Data Engineer (m/w/d),Bielefeld,Aufbau und Erweiterung unseres cloud-basierten Datawarehouse und Data Lake * Mehrjährige Berufserfahrung als Entwickler:in oder Administrator:in eines Warehouse oder einer anderen Datenintegrationslösung * Sehr gute SQL-Kenntnisse sowie sicherer Umgang mit Azure Synapse / SQL und Factory
47,Praktikant/ Werkstudent Data Science Teilzeit/Vollzeit (w/m/d),"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt am Main, Hamburg, Hannover",Du möchtest deine Data Science Skills an Business Use Cases anwenden und stärker ausbauen.
48,Intern/ Working Student Data Science (f/m/d) Teilzeit/Vollzeit,"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover,",Multiplier for digitization – We are a data-driven business constantly sharing our knowledge on all digital topics. You want to apply your science skills to business use cases and take them to the next level.
49,Data Engineer (m/f/d),"Berlin, Baden-Baden, Verl","Our ambition is higher and now we have a great opportunity for a Data Engineer (m/f/d) to join our growing team. to create and manage BI and analytics solutions that turn into knowledge using cutting-edge technology. In this role you will work extensively with and analysis in a variety of tools and methods. We expect you to be truly interested in and love to work and wrangle with it. Ultimately, you will enhance our business intelligence solutions to help us make better decisions and become a more driven company. * Semantic Power BI modelling and dashboarding for requested initiatives. * Design and develop ETL solutions using Azure Factory, Databricks and other tools. * Collabor"
50,Expert (all genders) Data Transformation,"Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam","adesso orange AG * Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam * Feste Anstellung * Vollzeit - Die adesso orange AG ist Teil der adesso Group, ein börsennotiertes Beratungs- und IT-Dienstleistungsunternehmen mit rund 5.000 Mitarbeitenden. Die adesso orange AG ist im April 2021 aus einem Zusammenschluss der QUANTO AG mit der adesso Group entstanden. Als SAP® Gold-Partner bieten wie schnelle Verantwortungsübernahme und herausfordernde Aufgaben, wir arbeiten auf Augenhöhe und stärken uns gegenseitig. Wir lieben, was wir tun und entwickeln gemeinsam mit unseren Kunden zukunftsorientierte Lösungen. Unsere Leidenschaft sind technische und betriebswirtschaftliche Themen mit Schwerpunkt auf SAP® Lösungen und modernen Entwicklungstechnologien. Spätestens 2027 beendet SAP® den Support für sein Altsystem."
51,(Senior) Associate Data Validation Teilzeit/Vollzeit (w/m/d),"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover,","PwC * Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover, * Feste Anstellung * Teilzeit,Vollzeit - Du hast Talent. Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiter:innen, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen. Du suchst einen herausfordernden, spannenden Job. Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen. Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln, die digitale Transformation in Deutschland vorantreiben und einen Arbeitgeber mit passenden Werten. Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht, Wertschätzung und Innovation geprägt sind."
52,Werkstudent Data & AI Consulting (m/w/d),"Home-Office, Gütersloh, Bielefeld, Hamburg, Köln, Kamp-Lintfort, Dortmund, Leipzig, Rostock","Werkstudent Data & AI Consulting (m/w/d) Und daher suchen wir dich als Werkstudent Data & AI Consulting (m/w/d) für unseren Standort in Gütersloh, Bielefeld, Hamburg, Köln, Kamp-Lintfort, Dortmund, Leipzig, Rostock oder remote. * Du arbeitest mit uns an der Vorbereitung von Kundenworkshops im Themenfeld &AI * Du baust Assessments und Fragebögen im Bereich &AI Consulting auf inklusive Pflege und laufende Anpassung * Du arbeitest an der Definition von Standards und Vorgehensmodellen in der Kundenberatung mit * Du unterstützt bei administrativen &AI Portfolio Tätigkeiten sowie in der Projektverwaltung, wie beispielsweise der in Anforderungsaufnahme - o Strategy, Governance, Warehouse und L"
53,Consultant Smart Factory Software / MES (m/w/d),"Heidelberg, Mosbach, Hamm, München, Heimsheim bei Stuttgart","MPDV Mikrolab GmbH * Heidelberg, Mosbach, Hamm, München, Heimsheim bei Stuttgart * Feste Anstellung * Vollzeit - MPDV – We create Smart Factories - Als Experte für IT-Lösungen in der Fertigung unterstützen wir Unternehmen dabei, ihre Vision der Smart Factory zu verwirklichen. Wir sind weltweiter Player, aber regional verwurzelt. Highflyer, aber nicht abgehoben. Top Innovator, aber trotzdem bodenständig. Unsere Softwarelösungen begeistern seit mehr als 45 Jahren Unternehmen aus dem Fertigungsumfeld. Dank innovativer Produkte gestalten wir seitdem zusammen mit unseren Kunden die Smart Factory von morgen. Dabei arbeiten wir in einem familiären Umfeld, welches von Wertschätzung geprägt und offen für neue Impulse ist. Als innovatives und dynamisches Unternehmen mit rund 500 Mitarbeitern sind wir weiterhin auf Erfolgskurs und suchen zur Verstärkung unseres Teams für unsere"
54,Technical Consultant – Smart Factory Software (m/w/d),"Heimsheim bei Stuttgart, München, Hamm, Heidelberg, Mosbach","MPDV Mikrolab GmbH * Heimsheim bei Stuttgart, München, Hamm, Heidelberg, Mosbach * Feste Anstellung * Vollzeit - MPDV – We create Smart Factories - Als Experte für IT-Lösungen in der Fertigung unterstützen wir Unternehmen dabei, ihre Vision der Smart Factory zu verwirklichen. Wir sind weltweiter Player, aber regional verwurzelt. Highflyer, aber nicht abgehoben. Top Innovator, aber trotzdem bodenständig. Unsere Softwarelösungen begeistern seit mehr als 45 Jahren Unternehmen aus dem Fertigungsumfeld. Dank innovativer Produkte gestalten wir seitdem zusammen mit unseren Kunden die Smart Factory von morgen. Dabei arbeiten wir in einem familiären Umfeld, welches von Wertschätzung geprägt und offen für neue Impulse ist. Als innovatives und dynamisches Unternehmen mit rund 500 Mitarbeitern sind wir weiterhin auf Erfolgskurs und suchen zur Verstärkung unseres Teams für unsere"
55,Praktikum / Abschlussarbeit Data Analytics,Dissen am Teutoburger Wald,"Connectivity & Data Management, Process Automation und Steering, Precision Applications & Terminals – in diesen drei Schwerpunktthemen sind mehr als 200 Mitarbeiter:innen von CLAAS E-Systems zu Hause, um Landwirtschaft effizient zu gestalten. o Mining zur Informationsgewinnung über landwirtschaftliche Arbeitsprozesse - o Big (z. B. Hadoop)"
56,IT-Security Engineer - Cloud Security Specialist (m/w/d),Bielefeld,"Dr. Kurt Wolff GmbH & Co. KG * Bielefeld * Feste Anstellung * Vollzeit - Wir sind ein expandierendes mittelständisches Familienunternehmen mit internationaler Ausrichtung und bekannter Hersteller von Markenprodukten für die Haar-, Haut- und Mundpflege. Wir suchen Sie zum nächstmöglichen Termin zur Verstärkung unseres Teams als IT-Security Engineer - Cloud Security Specialist (m/w/d) * Mitarbeit bei der Erarbeitung von IT-Security Strategien und Entwicklung von Betriebskonzepten * Planung, Implementierung, Administration, Wartung und Weiterentwicklung der IT-Security Systeme * Präventive und reaktive Bearbeitung von Security Incidents und Changes sowie Ableitung von geeigneten Lösungsmaßnahmen * Planung und Durchführung von penetration-Tests * Ansprechpartner (m/w/d) für Fachbereiche bei Fragen der operativen IT-Security"
57,Verkaufsleitung Industrielle Bauteilereinigung m / w / d (Abgeschlossenes Studium als Chemiker:in oder Chemieingenieur:in oder abgeschlossene Ausbildung als Chemielaborant:in o. ä.),Bielefeld,"Stockmeier Chemie GmbH & Co. KG * Bielefeld * Feste Anstellung * Home Office möglich,Vollzeit - Über uns - Die STOCKMEIER Gruppe ist ein unabhängiges Familienunternehmen, das in dritter Generation inhabergeführt wird. Die Gruppe umfasst weltweit Unternehmen, die in Distribution, Produktion und Dienstleistungen rund um die Chemie tätig sind. Insgesamt werden über 26.000 verschiedene chemische Standard- und Spezialprodukte gehandelt und produziert. Über 1.900 hoch engagierte Menschen arbeiten an mehr als 50 Standorten in Deutschland, Europa und Übersee für die STOCKMEIER Gruppe. Sie versorgen die Kundschaft, die aus rund 30.000 Unternehmen, Behörden und öffentlichen Einrichtungen besteht, täglich mit Chemikalien für verschiedenste Anwendungen. Starke Verbindungen zu Mitarbeitenden, Kundschaft und Lieferunternehmen bilden die Basis für die erfolgreiche 100-jährige ..."
58,Network Security Engineer (m/w/d),Gütersloh,"Arvato Systems GmbH * Gütersloh * Feste Anstellung * Vollzeit - Über uns - Wer wir sind - Mit unseren innovativen IT-Lösungen unterstützen wir die digitale Transformation unserer Kunden weltweit. In ganz unterschiedlichen Branchen - vom globalen Handel über die internationale Medienindustrie bis zur Energie- und Versorgungswirtschaft. Rund 3.000 engagierte Mitarbeiter*innen an mehr als 25 Standorten sind für uns tätig. Unsere Kunden schätzen dabei vor allem unser exzellentes Know-how, das übergreifende technologische Wissen und den gelebten Unternehmergeist. Unsere Mitarbeiter*innen schätzen die partnerschaftliche Unternehmenskultur, die State-of-the-Art-Technologie sowie das Spektrum an Herausforderungen. Wir bieten viele Freiräume, um innovativ zu sein und im Team unternehmerische Verantwortung zu übernehmen. Aufgaben"
59,Software Test Engineer *,Detmold,"Weidmüller Gruppe * Detmold * Feste Anstellung * Vollzeit - Weidmüller - Partner der Industrial Connectivity - Die Unternehmensgruppe Weidmüller verfügt über Produktionsstätten, Vertriebsgesellschaften und Vertretungen in mehr als 80 Ländern. Gemeinsam mit unseren Kunden gestalten wir den digitalen Wandel - mit Produkten, Lösungen und Dienstleistungen für die Smart Industrial Connectivity und das Industrial Internet of Things. Im Geschäftsjahr 2021 erzielte Weidmüller einen Umsatz von 960 Mio. Euro mit rund 5.300 Mitarbeitern. Ihnen liegt Softwarequalität am Herzen und Sie fühlen sich berufen, Entwicklerteams zu unterstützen und hohe Softwarequalität zu erreichen? Dann freuen wir uns auf Ihre Unterstützung in unseren interdisziplinären Teams, welche Industrial IoT-Lösungen in den Anwendungsfeldern des Maschinen- und Anlagebaus entwickeln."
60,Mitarbeiter (m/w/d) im 1st Level IT Support,Bielefeld,"Dr. Kurt Wolff GmbH & Co. KG * Bielefeld * Feste Anstellung * Vollzeit - Wir sind ein expandierendes mittelständisches Familienunternehmen mit internationaler Ausrichtung und bekannter Hersteller von Markenprodukten für die Haar-, Haut- und Mundpflege. Wir suchen Dich zum nächstmöglichen Termin zur Verstärkung unseres Teams als Mitarbeiter (m/w/d) im 1st Level IT Support * Erster Ansprechpartner (m/w/d) bei sämtlichen IT-Problemen im Umgang mit der Infrastruktur * Qualifizierung und Bearbeitung von Störungen und Anfragen * Anlage und Pflege von Nutzerdaten im Active Directory * Pflege der Knowledge Base * Unterstützung bei IT-Projekten im Client Umfeld * Proaktiver Kundensupport * Unterstützung nden * Ausbildungsabschluss im IT-Umfeld (z. B. zum Fachinformatiker (m/w/d)) oder vergleichbare Qualifikation * Erfahrung im Bereich des Servicemanagements"
61,Analyse-Ingenieur (m/w/d) Leistungselektronik,Soest,"Delta Energy Systems (Germany) GmbH * Soest * Feste Anstellung * Vollzeit - Die 1971 gegründete Delta Gruppe ist mit ca. 80.000 Mitarbeitern starker Partner für viele erfolgreiche Unternehmen in Bereichen wie beispielsweise der Automobilindustrie, der industriellen Automatisierung, der Gebäudeautomatisierung sowie in Rechenzentren oder im Bereich der erneuerbaren Energien. Delta verfügt über Vertriebsbüros, Produktionsstätten und R&D-Zentren weltweit. Mit dem Unternehmensleitbild, „innovative, saubere und energieeffiziente Lösungen für eine bessere Zukunft“, betont Delta seine Rolle bei der Bewältigung zentraler Umweltprobleme wie dem weltweiten Klimawandel. Analyse-Ingenieur (m/w/d) für Leistungselektronik - Standort: Soest - Ihre Herausforderung * Sie agieren in einem breiten Aufgabenbereich in unserem Entwicklungslabor für leistungselektronische Baugruppen und Syst"
62,Offensive Security – Junior Pentester (w/m/d),"Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster, Nürnberg","DTS Systeme GmbH * Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster, Nürnberg * Feste Anstellung * Vollzeit - Wir unterstützen unsere Kunden als etablierter IT-Dienstleister in den Fokusbereichen Datacenter, Technology und Security. Mit unseren zwei eigenen zertifizierten deutschen Rechenzentren und über 350 Mitarbeiter*innen an 15 Standorten in Deutschland, Österreich und Griechenland bieten wir Kunden vielseitige, innovative sowie hybride Lösungen an. Flache Hierarchien, familiäres Miteinander, nachhaltige Personalentwicklung und eine Kultur der offenen Tür, das ist die DTS. Standort: Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Hybrider Arbeitsort (anteilig Office / anteilig Homeoffice), Köln, München, Münster (Westfalen), Nürnberg - Deine Aufgaben"
63,IT-Systemadministrator (mwd) - 1st & 2nd Level Support,Bielefeld,"Oltrogge GmbH & Co. KG - IT-Systemadministrator (mwd) - 1st & 2nd Level Support * Bielefeld * Feste Anstellung * Vollzeit - Wir bei Oltrogge sind seit über 155 Jahren DER Engineering-Partner für die produzierenden Industrie. Von der schlüsselfertigen Lackieranlagen über vollumfängliche Druckluftkonzepte bis hin zur anspruchsvollen Werkzeugmaschine für die CNC-Bearbeitung – für unsere Kunden realisieren wir technische Innovationen, die begeistern. Dazu brauchen wir viel Erfahrung, absolute Serviceorientierung und Menschen, die Technik lieben. Verlieren Sie keine Zeit und werden Teil unseres IT-Teams! * 1st Level und 2nd Level Support (Microsoft Client Umgebung, Hardware/ Peripherie) * Betreuung und Weiterentwicklung unserer Softwaredistribution (Matrix 42) * Betreuung und Weiterentwicklung der Telefonie und CTI-Systeme * Betreuung von M365 / Azure-AD Umgebung"
64,Systems & Data Manager (m/w/d) Procurement,Bielefeld,Systems & Data Manager (m/w/d) Procurement * Als Systems & Data Manager (m/w/d) Procurement verantwortest du das Management unserer IT-Systeme sowie unsere Lieferanten und Dienstleister im internationalen Einkauf und behältst dabei auch Nachhaltigkeitsthemen im Blick.
